Id,Category
00451,6
00452,8
00453,0
00454,9
00455,2
00456,1
00457,4
00458,9
00459,0
00460,7
00461,5
00462,7
00463,1
00464,8
00465,7
00466,5
00467,1
00468,3
00469,2
00470,1
00471,3
00472,5
00473,9
00474,7
00475,1
00476,3
00477,0
00478,6
00479,0
00480,9
00481,0
00482,2
00483,1
00484,3
00485,8
00486,7
00487,5
00488,9
00489,7
00490,3
00491,1
00492,3
00493,4
00494,0
00495,9
00496,4
00497,5
00498,4
00499,2
00500,1
00501,7
00502,6
00503,8
00504,1
00505,1
00506,5
00507,9
00508,5
00509,1
00510,8
00511,5
00512,3
00513,5
00514,5
00515,5
00516,6
00517,5
00518,9
00519,9
00520,2
00521,5
00522,4
00523,8
00524,0
00525,9
00526,9
00527,4
00528,8
00529,5
00530,7
00531,4
00532,8
00533,1
00534,6
00535,9
00536,0
00537,5
00538,5
00539,3
00540,1
00541,5
00542,3
00543,7
00544,4
00545,9
00546,9
00547,6
00548,1
00549,2
00550,1
00551,5
00552,9
00553,8
00554,1
00555,0
00556,5
00557,6
00558,1
00559,6
00560,1
00561,0
00562,4
00563,6
00564,7
00565,0
00566,0
00567,8
00568,3
00569,7
00570,2
00571,5
00572,1
00573,9
00574,1
00575,9
00576,9
00577,8
00578,3
00579,3
00580,7
00581,9
00582,7
00583,9
00584,8
00585,8
00586,5
00587,0
00588,3
00589,7
00590,7
00591,3
00592,8
00593,8
00594,5
00595,5
00596,5
00597,3
00598,3
00599,8
00600,5
00601,9
00602,2
00603,4
00604,4
00605,3
00606,5
00607,3
00608,6
00609,5
00610,9
00611,9
00612,0
00613,6
00614,9
00615,1
00616,8
00617,3
00618,9
00619,1
00620,3
00621,8
00622,9
00623,1
00624,0
00625,2
00626,8
00627,9
00628,0
00629,1
00630,1
00631,1
00632,4
00633,5
00634,9
00635,2
00636,5
00637,7
00638,8
00639,0
00640,1
00641,5
00642,6
00643,1
00644,9
00645,8
00646,3
00647,4
00648,5
00649,5
00650,5
00651,5
00652,6
00653,4
00654,9
00655,6
00656,1
00657,2
00658,0
00659,1
00660,3
00661,1
00662,2
00663,6
00664,6
00665,1
00666,2
00667,4
00668,1
00669,6
00670,5
00671,7
00672,7
00673,5
00674,0
00675,9
00676,0
00677,5
00678,3
00679,4
00680,1
00681,7
00682,1
00683,7
00684,8
00685,7
00686,8
00687,1
00688,1
00689,6
00690,1
00691,6
00692,8
00693,6
00694,9
00695,2
00696,5
00697,1
00698,6
00699,2
00700,1
00701,6
00702,7
00703,0
00704,8
00705,2
00706,0
00707,7
00708,5
00709,5
00710,1
00711,5
00712,0
00713,7
00714,3
00715,7
00716,0
00717,1
00718,4
00719,1
00720,3
00721,9
00722,7
00723,6
00724,1
00725,0
00726,6
00727,1
00728,2
00729,5
00730,5
00731,8
00732,1
00733,1
00734,1
00735,4
00736,5
00737,0
00738,9
00739,1
00740,6
00741,6
00742,7
00743,7
00744,8
00745,3
00746,8
00747,4
00748,5
00749,1
00750,4
00751,1
00752,8
00753,6
00754,1
00755,6
00756,8
00757,9
00758,5
00759,6
00760,5
00761,6
00762,9
00763,2
00764,3
00765,0
00766,8
00767,6
00768,7
00769,1
00770,5
00771,2
00772,4
00773,3
00774,9
00775,8
00776,3
00777,5
00778,4
00779,8
00780,3
00781,5
00782,3
00783,6
00784,3
00785,2
00786,6
00787,2
00788,2
00789,5
00790,6
00791,8
00792,6
00793,2
00794,8
00795,1
00796,1
00797,1
00798,4
00799,2
00800,8
00801,9
00802,7
00803,4
00804,8
00805,3
00806,0
00807,5
00808,2
00809,8
00810,5
00811,9
00812,5
00813,5
00814,9
00815,8
00816,8
00817,1
00818,1
00819,0
00820,2
00821,6
00822,6
00823,9
00824,6
00825,3
00826,5
00827,1
00828,0
00829,2
00830,9
00831,8
00832,9
00833,8
00834,8
00835,1
00836,8
00837,2
00838,0
00839,0
00840,9
00841,5
00842,8
00843,7
00844,3
00845,1
00846,6
00847,2
00848,0
00849,3
00850,0
00851,5
00852,9
00853,2
00854,7
00855,2
00856,0
00857,5
00858,5
00859,1
00860,5
00861,0
00862,2
00863,4
00864,2
00865,2
00866,7
00867,8
00868,8
00869,8
00870,1
00871,0
00872,5
00873,2
00874,6
00875,1
00876,9
00877,9
00878,5
00879,1
00880,2
00881,4
00882,1
00883,7
00884,6
00885,2
00886,8
00887,3
00888,1
00889,9
00890,4
00891,3
00892,1
00893,8
00894,8
00895,5
00896,7
00897,9
00898,1
00899,9
00900,0
00901,6
00902,7
00903,1
00904,1
00905,5
00906,2
00907,4
00908,9
00909,2
00910,2
00911,4
00912,3
00913,9
00914,5
00915,5
00916,1
00917,0
00918,9
00919,8
00920,9
00921,7
00922,4
00923,6
00924,3
00925,1
00926,5
00927,6
00928,4
00929,6
00930,7
00931,0
00932,7
00933,3
00934,1
00935,0
00936,8
00937,4
00938,7
00939,7
00940,2
00941,9
00942,9
00943,2
00944,3
00945,1
00946,1
00947,2
00948,4
00949,9
00950,6
00951,5
00952,4
00953,0
00954,6
00955,8
00956,5
00957,7
00958,2
00959,7
00960,6
00961,4
00962,2
00963,8
00964,7
00965,4
00966,0
00967,0
00968,7
00969,3
00970,0
00971,8
00972,6
00973,3
00974,5
00975,9
00976,1
00977,6
00978,3
00979,1
00980,7
00981,9
00982,5
00983,4
00984,8
00985,7
00986,8
00987,2
00988,7
00989,2
00990,5
00991,0
00992,1
00993,9
00994,0
00995,8
00996,1
00997,1
00998,3
00999,2
01000,4
01001,7
01002,9
01003,3
01004,5
01005,3
01006,3
01007,5
01008,0
01009,2
01010,9
01011,6
01012,2
01013,9
01014,3
01015,1
01016,7
01017,6
01018,4
01019,7
01020,5
01021,7
01022,6
01023,1
01024,9
01025,7
01026,8
01027,0
01028,2
01029,2
01030,6
01031,7
01032,7
01033,4
01034,3
01035,7
01036,2
01037,0
01038,1
01039,7
01040,1
01041,7
01042,0
01043,9
01044,5
01045,5
01046,8
01047,8
01048,5
01049,1
01050,1
01051,5
01052,7
01053,5
01054,1
01055,9
01056,5
01057,0
01058,8
01059,0
01060,1
01061,3
01062,8
01063,0
01064,9
01065,7
01066,5
01067,5
01068,2
01069,9
01070,1
01071,5
01072,2
01073,8
01074,1
01075,7
01076,9
01077,8
01078,3
01079,5
01080,3
01081,8
01082,9
01083,1
01084,9
01085,2
01086,7
01087,3
01088,3
01089,8
01090,4
01091,1
01092,5
01093,7
01094,5
01095,1
01096,9
01097,4
01098,3
01099,6
01100,8
01101,3
01102,5
01103,6
01104,5
01105,8
01106,3
01107,7
01108,4
01109,5
01110,2
01111,1
01112,2
01113,4
01114,2
01115,3
01116,4
01117,6
01118,1
01119,7
01120,8
01121,7
01122,8
01123,7
01124,3
01125,5
01126,1
01127,0
01128,7
01129,5
01130,1
01131,1
01132,5
01133,8
01134,1
01135,6
01136,1
01137,7
01138,9
01139,2
01140,1
01141,7
01142,8
01143,0
01144,2
01145,3
01146,9
01147,4
01148,7
01149,3
01150,4
01151,3
01152,3
01153,6
01154,3
01155,5
01156,0
01157,9
01158,8
01159,3
01160,3
01161,8
01162,0
01163,5
01164,3
01165,1
01166,4
01167,0
01168,0
01169,9
01170,7
01171,7
01172,2
01173,9
01174,1
01175,2
01176,0
01177,8
01178,4
01179,2
01180,1
01181,0
01182,0
01183,6
01184,5
01185,9
01186,2
01187,2
01188,1
01189,3
01190,1
01191,6
01192,7
01193,0
01194,0
01195,9
01196,4
01197,3
01198,7
01199,0
01200,7
01201,7
01202,8
01203,3
01204,8
01205,0
01206,5
01207,4
01208,1
01209,0
01210,8
01211,5
01212,1
01213,1
01214,2
01215,4
01216,8
01217,5
01218,7
01219,4
01220,3
01221,0
01222,7
01223,8
01224,1
01225,6
01226,4
01227,0
01228,1
01229,5
01230,2
01231,4
01232,1
01233,5
01234,8
01235,8
01236,7
01237,7
01238,6
01239,1
01240,9
01241,9
01242,8
01243,3
01244,3
01245,4
01246,8
01247,0
01248,1
01249,7
01250,1
01251,9
01252,0
01253,6
01254,3
01255,1
01256,8
01257,1
01258,5
01259,8
01260,9
01261,0
01262,9
01263,0
01264,4
01265,0
01266,3
01267,3
01268,4
01269,6
01270,4
01271,9
01272,8
01273,1
01274,2
01275,8
01276,6
01277,1
01278,7
01279,8
01280,5
01281,7
01282,6
01283,1
01284,3
01285,9
01286,1
01287,7
01288,7
01289,1
01290,9
01291,4
01292,4
01293,4
01294,2
01295,9
01296,4
01297,5
01298,7
01299,5
01300,4
01301,8
01302,4
01303,1
01304,4
01305,4
01306,8
01307,8
01308,9
01309,1
01310,7
01311,2
01312,0
01313,2
01314,1
01315,9
01316,7
01317,2
01318,7
01319,4
01320,0
01321,7
01322,5
01323,3
01324,9
01325,8
01326,0
01327,1
01328,5
01329,0
01330,0
01331,6
01332,3
01333,8
01334,5
01335,7
01336,2
01337,0
01338,9
01339,2
01340,5
01341,4
01342,2
01343,3
01344,1
01345,9
01346,7
01347,6
01348,5
01349,2
01350,7
01351,6
01352,5
01353,7
01354,0
01355,9
01356,0
01357,2
01358,5
01359,8
01360,3
01361,0
01362,8
01363,7
01364,4
01365,0
01366,7
01367,9
01368,7
01369,3
01370,3
01371,1
01372,6
01373,5
01374,7
01375,9
01376,5
01377,5
01378,7
01379,8
01380,8
01381,6
01382,0
01383,4
01384,2
01385,4
01386,5
01387,3
01388,0
01389,3
01390,2
01391,7
01392,7
01393,5
01394,2
01395,7
01396,4
01397,2
01398,1
01399,7
01400,1
01401,0
01402,9
01403,7
01404,7
01405,0
01406,7
01407,7
01408,4
01409,9
01410,6
01411,0
01412,5
01413,1
01414,6
01415,2
01416,4
01417,8
01418,5
01419,0
01420,3
01421,9
01422,8
01423,6
01424,7
01425,3
01426,7
01427,1
01428,0
01429,8
01430,4
01431,1
01432,6
01433,4
01434,1
01435,9
01436,1
01437,1
01438,8
01439,5
01440,3
01441,0
01442,8
01443,4
01444,6
01445,9
01446,5
01447,6
01448,5
01449,5
01450,8
01451,6
01452,7
01453,2
01454,4
01455,9
01456,6
01457,3
01458,9
01459,9
01460,8
01461,3
01462,1
01463,8
01464,8
01465,5
01466,1
01467,2
01468,1
01469,6
01470,1
01471,7
01472,5
01473,2
01474,3
01475,8
01476,4
01477,3
01478,5
01479,7
01480,5
01481,6
01482,7
01483,1
01484,2
01485,2
01486,8
01487,5
01488,5
01489,8
01490,1
01491,5
01492,5
01493,8
01494,5
01495,5
01496,5
01497,0
01498,0
01499,1
01500,7
01501,2
01502,5
01503,9
01504,1
01505,5
01506,4
01507,3
01508,4
01509,3
01510,6
01511,8
01512,1
01513,1
01514,4
01515,5
01516,1
01517,0
01518,9
01519,5
01520,0
01521,8
01522,6
01523,5
01524,9
01525,8
01526,0
01527,8
01528,6
01529,1
01530,3
01531,1
01532,6
01533,8
01534,2
01535,6
01536,8
01537,3
01538,4
01539,0
01540,3
01541,2
01542,0
01543,7
01544,8
01545,1
01546,1
01547,1
01548,0
01549,1
01550,7
01551,2
01552,0
01553,6
01554,9
01555,5
01556,6
01557,8
01558,1
01559,7
01560,9
01561,1
01562,0
01563,8
01564,8
01565,7
01566,2
01567,8
01568,1
01569,1
01570,5
01571,6
01572,8
01573,4
01574,0
01575,8
01576,2
01577,1
01578,0
01579,5
01580,9
01581,7
01582,0
01583,7
01584,5
01585,1
01586,7
01587,9
01588,9
01589,5
01590,1
01591,5
01592,1
01593,6
01594,3
01595,8
01596,7
01597,0
01598,0
01599,9
01600,7
01601,6
01602,8
01603,7
01604,5
01605,5
01606,0
01607,6
01608,1
01609,2
01610,8
01611,1
01612,0
01613,8
01614,3
01615,3
01616,8
01617,7
01618,5
01619,5
01620,9
01621,0
01622,9
01623,9
01624,9
01625,6
01626,5
01627,9
01628,9
01629,1
01630,7
01631,8
01632,4
01633,0
01634,4
01635,3
01636,6
01637,8
01638,5
01639,1
01640,8
01641,7
01642,2
01643,9
01644,4
01645,0
01646,1
01647,1
01648,9
01649,8
01650,7
01651,3
01652,1
01653,0
01654,9
01655,5
01656,6
01657,4
01658,2
01659,5
01660,5
01661,4
01662,4
01663,5
01664,6
01665,9
01666,2
01667,7
01668,9
01669,1
01670,0
01671,8
01672,8
01673,7
01674,7
01675,9
01676,5
01677,6
01678,7
01679,7
01680,1
01681,5
01682,0
01683,1
01684,3
01685,5
01686,6
01687,1
01688,3
01689,3
01690,9
01691,3
01692,0
01693,0
01694,4
01695,2
01696,0
01697,8
01698,8
01699,2
01700,7
01701,4
01702,9
01703,0
01704,0
01705,4
01706,5
01707,5
01708,8
01709,6
01710,3
01711,3
01712,4
01713,1
01714,1
01715,1
01716,1
01717,9
01718,0
01719,9
01720,3
01721,7
01722,4
01723,6
01724,9
01725,4
01726,9
01727,1
01728,5
01729,5
01730,7
01731,1
01732,7
01733,5
01734,6
01735,8
01736,1
01737,2
01738,3
01739,8
01740,3
01741,0
01742,5
01743,4
01744,7
01745,0
01746,8
01747,3
01748,4
01749,0
01750,2
01751,0
01752,2
01753,3
01754,7
01755,0
01756,5
01757,3
01758,8
01759,1
01760,4
01761,0
01762,8
01763,0
01764,3
01765,4
01766,0
01767,9
01768,3
01769,5
01770,2
01771,4
01772,0
01773,0
01774,5
01775,1
01776,2
01777,7
01778,7
01779,2
01780,4
01781,7
01782,7
01783,5
01784,5
01785,9
01786,3
01787,6
01788,1
01789,1
01790,2
01791,6
01792,0
01793,5
01794,0
01795,7
01796,6
01797,7
01798,7
01799,0
01800,4
01801,3
01802,9
01803,7
01804,5
01805,5
01806,7
01807,1
01808,0
01809,0
01810,0
01811,9
01812,4
01813,9
01814,1
01815,8
01816,8
01817,2
01818,9
01819,4
01820,0
01821,9
01822,8
01823,5
01824,5
01825,4
01826,7
01827,4
01828,6
01829,8
01830,8
01831,7
01832,8
01833,9
01834,5
01835,2
01836,3
01837,0
01838,9
01839,7
01840,6
01841,4
01842,7
01843,5
01844,2
01845,7
01846,1
01847,1
01848,4
01849,9
01850,4
01851,9
01852,8
01853,5
01854,1
01855,4
01856,5
01857,9
01858,4
01859,5
01860,7
01861,5
01862,5
01863,9
01864,9
01865,5
01866,4
01867,1
01868,1
01869,4
01870,8
01871,5
01872,7
01873,1
01874,8
01875,5
01876,5
01877,4
01878,7
01879,1
01880,0
01881,5
01882,1
01883,9
01884,7
01885,5
01886,3
01887,4
01888,6
01889,4
01890,1
01891,7
01892,4
01893,8
01894,9
01895,6
01896,7
01897,9
01898,7
01899,5
01900,0
01901,4
01902,9
01903,7
01904,1
01905,3
01906,3
01907,6
01908,0
01909,3
01910,6
01911,0
01912,3
01913,8
01914,1
01915,3
01916,3
01917,6
01918,7
01919,3
01920,7
01921,3
01922,6
01923,4
01924,8
01925,1
01926,3
01927,6
01928,5
01929,4
01930,9
01931,9
01932,7
01933,9
01934,6
01935,1
01936,9
01937,9
01938,8
01939,4
01940,8
01941,5
01942,1
01943,9
01944,4
01945,4
01946,7
01947,0
01948,5
01949,4
01950,8
01951,8
01952,7
01953,6
01954,0
01955,5
01956,3
01957,0
01958,8
01959,9
01960,4
01961,3
01962,7
01963,1
01964,6
01965,4
01966,4
01967,2
01968,7
01969,3
01970,3
01971,6
01972,4
01973,3
01974,1
01975,5
01976,1
01977,5
01978,7
01979,5
01980,7
01981,7
01982,8
01983,1
01984,0
01985,8
01986,8
01987,6
01988,8
01989,1
01990,7
01991,2
01992,3
01993,9
01994,5
01995,5
01996,8
01997,1
01998,3
01999,3
02000,3
02001,9
02002,9
02003,9
02004,3
02005,3
02006,4
02007,5
02008,9
02009,1
02010,1
02011,3
02012,6
02013,3
02014,6
02015,8
02016,8
02017,2
02018,7
02019,2
02020,0
02021,0
02022,3
02023,8
02024,9
02025,1
02026,1
02027,7
02028,3
02029,1
02030,2
02031,6
02032,5
02033,0
02034,2
02035,1
02036,1
02037,9
02038,6
02039,3
02040,6
02041,0
02042,5
02043,6
02044,6
02045,2
02046,5
02047,0
02048,8
02049,1
02050,8
02051,0
02052,2
02053,7
02054,3
02055,6
02056,3
02057,9
02058,2
02059,9
02060,4
02061,9
02062,4
02063,4
02064,1
02065,0
02066,2
02067,8
02068,7
02069,0
02070,3
02071,6
02072,1
02073,1
02074,8
02075,7
02076,9
02077,3
02078,8
02079,1
02080,1
02081,7
02082,2
02083,7
02084,7
02085,7
02086,0
02087,6
02088,8
02089,7
02090,8
02091,2
02092,1
02093,2
02094,7
02095,0
02096,5
02097,3
02098,0
02099,6
02100,1
02101,7
02102,9
02103,5
02104,9
02105,0
02106,5
02107,0
02108,1
02109,2
02110,5
02111,1
02112,2
02113,7
02114,8
02115,4
02116,0
02117,1
02118,2
02119,8
02120,0
02121,5
02122,4
02123,2
02124,7
02125,6
02126,0
02127,1
02128,8
02129,2
02130,0
02131,5
02132,2
02133,3
02134,6
02135,5
02136,9
02137,5
02138,8
02139,4
02140,3
02141,0
02142,1
02143,2
02144,9
02145,9
02146,2
02147,7
02148,3
02149,1
02150,2
02151,0
02152,8
02153,9
02154,1
02155,0
02156,8
02157,2
02158,3
02159,8
02160,9
02161,5
02162,9
02163,5
02164,3
02165,5
02166,8
02167,5
02168,4
02169,9
02170,3
02171,2
02172,2
02173,7
02174,0
02175,3
02176,0
02177,3
02178,1
02179,8
02180,5
02181,5
02182,4
02183,4
02184,0
02185,1
02186,6
02187,6
02188,5
02189,3
02190,8
02191,8
02192,6
02193,9
02194,7
02195,7
02196,5
02197,1
02198,1
02199,8
02200,2
02201,6
02202,7
02203,7
02204,7
02205,8
02206,4
02207,6
02208,3
02209,7
02210,2
02211,9
02212,9
02213,5
02214,5
02215,1
02216,7
02217,0
02218,3
02219,5
02220,1
02221,8
02222,6
02223,7
02224,5
02225,7
02226,4
02227,9
02228,9
02229,2
02230,4
02231,2
02232,7
02233,6
02234,6
02235,4
02236,6
02237,2
02238,8
02239,5
02240,3
02241,7
02242,1
02243,3
02244,1
02245,9
02246,5
02247,0
02248,3
02249,0
02250,7
02251,4
02252,5
02253,1
02254,6
02255,2
02256,6
02257,7
02258,2
02259,6
02260,5
02261,2
02262,9
02263,5
02264,0
02265,8
02266,3
02267,9
02268,4
02269,8
02270,9
02271,3
02272,4
02273,1
02274,2
02275,0
02276,0
02277,2
02278,8
02279,5
02280,1
02281,0
02282,8
02283,1
02284,9
02285,5
02286,7
02287,4
02288,8
02289,9
02290,7
02291,0
02292,7
02293,1
02294,9
02295,9
02296,6
02297,9
02298,5
02299,5
02300,9
02301,3
02302,8
02303,0
02304,5
02305,7
02306,0
02307,0
02308,4
02309,7
02310,1
02311,3
02312,0
02313,7
02314,4
02315,9
02316,0
02317,6
02318,6
02319,0
02320,0
02321,7
02322,3
02323,4
02324,9
02325,9
02326,5
02327,8
02328,7
02329,4
02330,0
02331,9
02332,2
02333,4
02334,2
02335,1
02336,7
02337,0
02338,9
02339,2
02340,2
02341,7
02342,1
02343,8
02344,1
02345,7
02346,1
02347,9
02348,7
02349,3
02350,1
02351,5
02352,3
02353,8
02354,5
02355,9
02356,2
02357,7
02358,3
02359,6
02360,1
02361,2
02362,8
02363,2
02364,1
02365,0
02366,9
02367,4
02368,9
02369,8
02370,6
02371,3
02372,3
02373,3
02374,4
02375,0
02376,5
02377,3
02378,3
02379,9
02380,3
02381,2
02382,9
02383,4
02384,8
02385,5
02386,5
02387,3
02388,2
02389,5
02390,7
02391,9
02392,7
02393,7
02394,2
02395,9
02396,1
02397,6
02398,4
02399,1
02400,7
02401,7
02402,0
02403,1
02404,0
02405,3
02406,9
02407,8
02408,6
02409,4
02410,1
02411,4
02412,8
02413,8
02414,0
02415,6
02416,1
02417,1
02418,5
02419,4
02420,1
02421,6
02422,0
02423,1
02424,9
02425,1
02426,1
02427,7
02428,2
02429,4
02430,5
02431,7
02432,7
02433,1
02434,7
02435,7
02436,0
02437,7
02438,2
02439,4
02440,7
02441,7
02442,2
02443,8
02444,1
02445,4
02446,1
02447,0
02448,5
02449,9
02450,0
02451,5
02452,8
02453,3
02454,9
02455,3
02456,3
02457,4
02458,5
02459,7
02460,5
02461,8
02462,1
02463,6
02464,5
02465,5
02466,7
02467,0
02468,0
02469,5
02470,0
02471,8
02472,8
02473,1
02474,4
02475,6
02476,5
02477,8
02478,1
02479,8
02480,4
02481,8
02482,4
02483,8
02484,0
02485,3
02486,7
02487,8
02488,0
02489,8
02490,6
02491,3
02492,6
02493,6
02494,5
02495,1
02496,3
02497,8
02498,9
02499,0
02500,7
02501,9
02502,9
02503,1
02504,7
02505,7
02506,2
02507,5
02508,5
02509,0
02510,3
02511,1
02512,6
02513,5
02514,4
02515,7
02516,1
02517,7
02518,3
02519,5
02520,7
02521,7
02522,1
02523,4
02524,0
02525,5
02526,5
02527,3
02528,1
02529,5
02530,5
02531,7
02532,7
02533,1
02534,2
02535,3
02536,5
02537,5
02538,7
02539,8
02540,0
02541,4
02542,1
02543,2
02544,0
02545,6
02546,5
02547,9
02548,5
02549,2
02550,7
02551,1
02552,1
02553,4
02554,3
02555,3
02556,3
02557,0
02558,7
02559,5
02560,2
02561,6
02562,6
02563,5
02564,2
02565,6
02566,9
02567,6
02568,1
02569,3
02570,5
02571,7
02572,8
02573,3
02574,1
02575,3
02576,8
02577,2
02578,2
02579,9
02580,7
02581,7
02582,0
02583,7
02584,9
02585,1
02586,5
02587,5
02588,1
02589,5
02590,1
02591,5
02592,1
02593,6
02594,6
02595,2
02596,1
02597,7
02598,6
02599,7
02600,9
02601,8
02602,9
02603,0
02604,2
02605,0
02606,8
02607,1
02608,5
02609,8
02610,3
02611,5
02612,7
02613,4
02614,0
02615,7
02616,6
02617,3
02618,1
02619,7
02620,1
02621,8
02622,0
02623,5
02624,9
02625,1
02626,3
02627,0
02628,0
02629,3
02630,1
02631,5
02632,4
02633,2
02634,5
02635,5
02636,7
02637,1
02638,4
02639,0
02640,9
02641,8
02642,5
02643,5
02644,8
02645,4
02646,5
02647,3
02648,7
02649,7
02650,2
02651,1
02652,8
02653,5
02654,7
02655,5
02656,2
02657,3
02658,8
02659,9
02660,0
02661,9
02662,6
02663,6
02664,5
02665,7
02666,7
02667,5
02668,5
02669,1
02670,8
02671,3
02672,8
02673,1
02674,2
02675,9
02676,7
02677,8
02678,5
02679,7
02680,0
02681,5
02682,2
02683,8
02684,5
02685,5
02686,4
02687,2
02688,4
02689,7
02690,7
02691,5
02692,1
02693,6
02694,4
02695,6
02696,2
02697,3
02698,7
02699,9
02700,7
02701,8
02702,4
02703,3
02704,5
02705,8
02706,7
02707,2
02708,2
02709,5
02710,0
02711,2
02712,7
02713,9
02714,8
02715,2
02716,3
02717,2
02718,9
02719,4
02720,5
02721,8
02722,8
02723,5
02724,6
02725,6
02726,2
02727,1
02728,0
02729,7
02730,9
02731,8
02732,4
02733,9
02734,5
02735,7
02736,1
02737,5
02738,5
02739,9
02740,4
02741,7
02742,6
02743,5
02744,6
02745,6
02746,0
02747,4
02748,1
02749,4
02750,1
02751,7
02752,2
02753,1
02754,3
02755,9
02756,8
02757,3
02758,4
02759,0
02760,2
02761,6
02762,5
02763,4
02764,5
02765,1
02766,8
02767,6
02768,9
02769,3
02770,7
02771,0
02772,6
02773,3
02774,3
02775,3
02776,3
02777,1
02778,3
02779,0
02780,7
02781,7
02782,0
02783,9
02784,3
02785,9
02786,2
02787,7
02788,5
02789,8
02790,1
02791,1
02792,9
02793,7
02794,6
02795,5
02796,5
